댐코드,댐명,측정월,수온,수소이온농도지수(pH),용존산소(DO),생물학적 산소요구량(BOD),화학적 산소요구량(COD),부유물질(SS),총질소(T-N),총인(T-P),인산염인(PO4-P),탁도,전기전도도
3008110,대청,2025-09-23,22,8.1,4.3,2.4,4.4,1.2,3.613,0.009,0.004,3.5,103
5002201,평림,2025-09-23,21,6.7,5,0.6,5.2,1.6,1.303,0.026,0.025,3.3,84
4104610,주암(조),2025-09-23,20,7,3.1,1.5,2.5,0.8,,,,2.3,59
3203110,보령,2025-09-23,22,7,4.3,0.9,1.3,1.5,2.389,0.01,0,2,82
2015110,합천,2025-09-23,21,8.1,,,2.4,3.5,,,,4.1,
1006110,횡성,2025-09-23,14,7.1,5.8,1.6,2,1.4,2.261,0.014,0.005,1,85
1012110,소양강,2025-09-23,11,7.7,8.3,0.3,1.3,0.2,2.363,0.013,0.002,0.2,76
2503220,구천,2025-09-23,18,7.2,7.4,,2.8,1.6,,,,1.6,
2001110,안동,2025-09-23,19,7.3,8.5,1.1,4.8,10.1,1.918,0.023,0.005,45.4,240
2008101,군위,2025-09-23,28,8.6,15,5.5,5.1,6.6,1.275,0.023,0,11,135
3001110,용담,2025-09-23,21,8.1,9.6,2.5,3,0.9,2.158,0.012,0,0.5,67
4007110,주암(본),2025-09-23,19,6.8,3.3,1.5,2.5,0.8,,,,2,58
2018110,남강,2025-09-23,24,5.9,9,1.1,2.8,4.4,0.761,0.011,0.01,0.9,74
3303110,부안,2025-09-23,20,6.2,7.2,1.5,3.6,0.8,1.952,0.004,0.002,1.2,56
1003110,충주,2025-09-23,20,8,6.7,2.2,2.4,3.8,2.406,0.004,0.003,3.5,206
2002110,임하,2025-09-23,19,7.3,9.1,1.1,7.6,10.9,2.131,0.022,0.004,52.4,232
2503210,연초,2025-09-23,19,7.2,8.3,,3.4,2.8,,,,1.3,
5101110,장흥,2025-09-23,28,8.5,13.5,3.1,1.6,2.6,2.186,0.008,0.007,2.3,60
2021210,운문,2025-08-23,26,8.6,11.3,0.9,3.4,1.3,0.976,0.01,0,0.5,85
2015110,합천,2025-08-23,22,8,,,2.2,2.5,,,,3.5,
3001110,용담,2025-08-23,19,7.5,8.1,2.5,2.9,0.9,2.314,0.011,0,0.7,126
2010101,김천부항,2025-08-23,20,6.7,9.5,0.3,4.5,1.6,1.483,0.038,,4,69
5002201,평림,2025-08-23,22,6.3,4.2,0.4,4.3,2.8,1.28,0.043,0.032,3.2,92
2008101,군위,2025-08-23,31,9.3,11,1.9,5.2,1.6,1.296,0.036,0,2.9,129
2002110,임하,2025-08-23,26,7.3,8.8,1.1,4.5,17.1,1.981,0.023,0.003,56.1,103
3008110,대청,2025-08-23,24,7.2,5.2,1.5,4.7,1.6,3.391,0.053,0.005,46.7,99
2001110,안동,2025-08-23,25,7.3,8.4,1.1,7.4,13.1,2.22,0.018,0.003,87.4,108
3303110,부안,2025-08-23,22,6.2,7.7,1.3,3.4,2,2.016,0.012,0,1,49
1003110,충주,2025-08-23,18,8,8.4,2.4,2.5,7.6,2.488,0.018,0.007,12.1,189
2503220,구천,2025-08-23,19,7.2,7.5,,4.9,0.8,,,,1.7,
1012110,소양강,2025-08-23,11,7.6,8.9,0,1.5,0.3,2.683,0.013,0.001,1.1,78
5101110,장흥,2025-08-23,27,8.8,7.1,1.9,2.6,2.4,0.912,0.006,0.004,2.6,72
3203110,보령,2025-08-23,23,7.1,6.1,1.8,2.2,2.9,2.993,0.015,0.004,7.5,79
4007110,주암(본),2025-08-23,18,7.1,5,1,2.6,2.8,1.464,0.029,0,6,55
4001110,섬진강,2025-08-23,21,7.2,7.3,0.4,6.1,13.3,1.6,0.013,0,5.7,87
4104610,주암(조),2025-08-23,22,6.9,4.8,1,2.5,0.8,1.807,0.02,0.009,2.2,66
1006110,횡성,2025-08-23,14,8.1,10.4,1.4,2.1,2.7,2.676,0.014,0.006,2,103
2503210,연초,2025-08-23,20,6.9,8.6,,2.9,3.8,,,,1.5,
2018110,남강,2025-08-23,30,8.1,9.2,1.7,3.6,5.6,0.777,0.028,0.013,5.1,112
2021110,밀양,2025-08-23,21,7,8.4,1.6,1.6,2,1.168,0.014,0.004,1.2,51
3008110,대청,2025-07-23,23,7.3,8.9,2.6,5.2,32.8,3.524,0.009,0.004,25.8,106
2010101,김천부항,2025-07-23,20,8,8.7,0.7,4.7,2.4,1.65,0.033,,8.1,86
2018110,남강,2025-07-23,23,6.8,6,1.3,3,7.6,1.134,0.028,0.013,0.1,89
2001110,안동,2025-07-23,22,7.1,8.7,1.2,4.5,2.5,1.994,0.015,0.002,4.5,199
2503220,구천,2025-07-23,22,6.9,6.5,,6.9,2,,,,1.8,
4104610,주암(조),2025-07-23,22,7.3,3.4,0.6,3.1,2,1.672,0.02,0.008,5.6,80
4001110,섬진강,2025-07-23,20,7.4,8.2,0.9,5.4,14.3,1.7,0.011,0,13.5,100
3203110,보령,2025-07-23,22,7.5,7.2,1.7,2.3,3.1,3.305,0.02,0.005,7,134
2021110,밀양,2025-07-23,20,6.7,8.5,1.5,1.6,2,0.796,0.01,0,4.7,47
1006110,횡성,2025-07-23,10,7.2,8,1.4,2.1,4.1,2.496,0.016,0.006,3.7,102
2008101,군위,2025-07-23,26,8,8.8,0.9,3.9,1.6,1.698,0.015,0,0.6,135
3001110,용담,2025-07-23,16,7.5,6.7,2,2.8,0.9,2.309,0.013,0,0.5,121
2021210,운문,2025-07-23,24,7,8.1,1.2,3.3,1.7,1.532,0.01,0.002,1.5,89
5002201,평림,2025-07-23,20,6.8,3.8,0.8,3.8,2.4,1.128,0.03,0.009,3.3,128
1003110,충주,2025-07-23,16,7.7,7.5,1.7,1.9,3.6,2.418,0.011,0.005,2.5,250
5101110,장흥,2025-07-23,26,7.8,7.7,1.6,2.9,1.8,1,0.01,0.006,3.4,73
4007110,주암(본),2025-07-23,20,7.1,4.4,1,3.3,2.8,1.589,0.032,0.008,12.7,76
2503210,연초,2025-07-23,22,7.2,12.4,,2.9,2.3,,,,1.7,
1012110,소양강,2025-07-23,10,6.5,7.6,0.2,2.1,0.7,3.636,0.012,0.009,0.1,73
3303110,부안,2025-07-23,17,6.5,8.6,0.8,2.6,1,2.18,0.005,0.002,1,74
2015110,합천,2025-07-23,28,8.1,,,2.1,3,,,,3.1,
2002110,임하,2025-07-23,20,7.1,8.9,3.5,5.1,8.8,1.505,0.028,0.002,76.5,202
2001110,안동,2025-06-23,18,7.3,8.5,0.8,3,1.5,1.449,0.016,0.002,2.1,199
2021110,밀양,2025-06-23,18,7.1,8.4,1.3,1.7,1.6,0.768,0.01,0.003,3.5,52
3203110,보령,2025-06-23,16,7.5,7,1.8,2,2.4,1.517,0.017,0.003,2.1,160
3008110,대청,2025-06-23,19,7.6,9.3,1.7,3,0.4,3.229,0.011,0.004,1.3,193
4001110,섬진강,2025-06-23,12,7.3,7.9,1.6,3.8,2.7,1.9,0.012,0,0.4,154
2002110,임하,2025-06-23,19,7.4,8.4,1,3.4,1.9,1.315,0.02,0.007,3.4,188
3001110,용담,2025-06-23,19,7.1,7.8,1.7,2.5,0.5,2.315,0.01,0,10.4,132
4007110,주암(본),2025-06-23,15,7.2,6.4,1.1,2.7,1.6,1.414,0.007,0,3.2,92
5101110,장흥,2025-06-23,22,8.4,8.2,2.7,3,1.6,0.8,0.01,0.007,2.2,74
2503220,구천,2025-06-23,21,7.3,7.4,,3,0,,,,1.7,
2021210,운문,2025-06-23,21,8.2,8.3,1.2,3.6,2.7,1.375,0.008,0,3.3,87
1003110,충주,2025-06-23,10,8.1,9.8,1.6,1.9,1.2,2.228,0.004,0.002,0.9,253
3303110,부안,2025-06-23,25,6.7,8.6,1,2.6,2,1.726,0.004,0,0.9,73
1012110,소양강,2025-06-23,10,7,9.5,0.3,1.3,0.3,2.27,0.013,0.001,0.1,73
2015110,합천,2025-06-23,17,7.8,,1,1.7,2.5,,,,3.3,
5002201,평림,2025-06-23,18,7.3,7.6,0.6,4.6,1.6,1.745,0.027,0.005,2.1,154
2008101,군위,2025-06-23,24,8,9.8,0.7,3.8,0.8,1.41,0.009,0,0.9,136
2018110,남강,2025-06-23,22,7.8,6.4,1.5,3,4,1.003,0.012,0,0.7,113
2503210,연초,2025-06-23,23,7.2,11.1,,3.1,2.5,,,,1.5,
2010101,김천부항,2025-06-23,18,8.8,9.8,1.2,5.4,4.4,1.547,0.016,,3.2,92
1006110,횡성,2025-06-23,16,8.1,9,1.6,2.1,1.2,2.245,0.012,0.007,1,108
4104610,주암(조),2025-06-23,8,6.7,7.5,1.1,3,2,1.475,0.011,0,2.1,94
2002110,임하,2025-05-23,6,7.1,10.5,0.6,4.8,1.6,1.377,0.013,0.001,1.8,222
2021210,운문,2025-05-23,15,7.3,10.1,1.2,3.9,2,1.275,0.016,0.002,2.9,84
3203110,보령,2025-05-23,13,7.8,9.6,1.2,2.2,2.8,1.938,0.032,0,2.5,177
1006110,횡성,2025-05-23,9,7.7,9.6,1.7,2.1,2,2.275,0.009,0.004,1.8,105
2503210,연초,2025-05-23,17,7.1,11.7,,2.7,2.4,,,,1.9,
3001110,용담,2025-05-23,17,7.8,10.1,1.8,3.1,0.6,2.154,0.007,0,0.8,157
2021110,밀양,2025-05-23,15,7.2,9.4,1.2,1.6,1.6,1.089,0.013,0,3.1,49
4001110,섬진강,2025-05-23,11,7.6,10.2,1.3,2.2,1,2.3,0.007,0,0.3,155
5002201,평림,2025-05-23,17,7.3,8.7,0.8,2.8,1.2,1.761,0.069,0,2.3,146
1003110,충주,2025-05-23,9,7.9,11.2,1.6,2,2.8,2.478,0.003,0.002,3.1,246
4007110,주암(본),2025-05-23,12,7,11.1,1.4,2.3,1.6,1.112,0.008,0,2.6,98
2010101,김천부항,2025-05-23,16,6.5,10.2,1.2,2.6,2,1.352,0.014,,0.7,80
2008101,군위,2025-05-23,17,7.7,9.9,0.8,3.7,1.2,1.274,0.008,0,0.9,145
2018110,남강,2025-05-23,17,6.5,9.6,1.7,3.4,6,1.344,0.026,0.007,2.1,96
2503220,구천,2025-05-23,18,7.2,7.4,,3.2,0,,,,1.8,
2015110,합천,2025-05-23,14,7.6,,1,1.6,2,,,,4,
3303110,부안,2025-05-23,17,6.8,9.6,1.1,2.6,1.7,2.112,0.004,0.001,0.6,76
5101110,장흥,2025-05-23,16,7.8,10.3,2.6,3,1.3,1,0.009,0.005,5.1,78
3008110,대청,2025-05-23,10,7.9,9.4,1.8,2.8,1.2,2.868,0.014,0.003,1,172
1012110,소양강,2025-05-23,13,7.2,9.9,0.6,1.3,0.3,3.152,0.004,0.002,0.6,87
2001110,안동,2025-05-23,8,7.1,10.4,0.9,2.7,1.5,1.552,0.014,0.001,2.2,188
4104610,주암(조),2025-05-23,7,7,10.7,1.5,1.9,1.6,1.175,0.008,0,2.5,95
2503220,구천,2025-04-23,15,7.2,7.3,,3.1,0,,,,1.7,
2008101,군위,2025-04-23,13,6.4,11.5,0.7,3.6,1.2,1.27,0.009,0,1,132
4001110,섬진강,2025-04-23,9,7.8,11,1.5,2.2,3,2.2,0.011,0,1.7,154
3203110,보령,2025-04-23,11,8,11.9,1.2,1.2,2.4,1.804,0.01,0,2.6,173
2021110,밀양,2025-04-23,14,7.1,9.5,1.3,1.6,1.6,0.909,0.011,0.002,2.3,53
1003110,충주,2025-04-23,7,8.1,11.7,1.6,1.9,1.4,2.511,0.002,0.001,0.9,249
1006110,횡성,2025-04-23,8,7.6,10.4,1.4,1.7,1.2,2.055,0.008,0.004,1,110
5002201,평림,2025-04-23,14,7.5,8.9,1.2,3.7,1.2,1.67,0.055,0,1.2,142
2018110,남강,2025-04-23,14,7.2,10,0.6,2.6,1.6,1.316,0.011,0,0.8,164
3008110,대청,2025-04-23,19,7.4,9.5,0.8,2.4,2,2.463,0.008,0.002,1.2,189
4007110,주암(본),2025-04-23,7,7,10.1,1.3,2.5,1.2,0.705,0.012,0,2.2,91
5101110,장흥,2025-04-23,11,7.8,12.1,2.5,2.5,1.1,2,0.008,0.003,4.3,78
2002110,임하,2025-04-23,7,7.3,8.8,0.5,3.7,1.5,1.43,0.015,0.003,2.1,197
4104610,주암(조),2025-04-23,9,7.3,11.1,1.4,2.6,1.6,0.905,0.015,0,2.6,94
3303110,부안,2025-04-23,13,6.6,10.4,1,2.8,0.5,1.872,0.003,0.001,1.2,75
2021210,운문,2025-04-23,11,7.3,11.1,1.2,3.7,3.7,1.356,0.012,0.003,4.8,82
1012110,소양강,2025-04-23,7,7.4,10.5,0.6,2.5,0.3,1.446,0.006,0.003,0.1,77
3001110,용담,2025-04-23,9,7.8,10.8,1.9,2.5,0.8,2.315,0.008,0,0.5,119
2010101,김천부항,2025-04-23,10,7.1,11.3,1,4,0.8,1.233,0.008,,1.1,91
2001110,안동,2025-04-23,10,7.1,8.9,0.8,2.5,2.1,1.477,0.017,0.004,3.5,220
2503210,연초,2025-04-23,14,7.2,12.2,,3.5,2.4,,,,1.8,
2015110,합천,2025-04-23,10,7.6,,1,1.5,1.5,,,,2.4,
2015110,합천,2025-03-23,7,7.4,,1.1,2,2,,,,2.2,
3203110,보령,2025-03-23,5,8,12.2,1.8,2.2,2,2.075,0.024,0.006,10.5,140
2021210,운문,2025-03-23,6,6.8,12.4,1.5,3.1,2.7,1.212,0.017,0.005,7.3,79
2008101,군위,2025-03-23,5,6.9,13,0.9,3.9,1.9,1.368,0.011,0,1.3,134
5101110,장흥,2025-03-23,6,7.7,12.1,1.7,2.4,1.5,1.7,0.008,0.005,5.8,78
2018110,남강,2025-03-23,8,7.4,10.4,1,2.2,1.6,1.448,0.016,0,0.8,147
2001110,안동,2025-03-23,6,7.2,12,0.9,3.5,1.6,1.541,0.016,0.003,3.4,188
3001110,용담,2025-03-23,5,7.8,11.2,1.5,2.2,0.8,2.124,0.008,0,0.8,127
4007110,주암(본),2025-03-23,6,7.4,11.3,0.8,2.8,0.4,0.625,0.009,0,2.5,90
2021110,밀양,2025-03-23,9,7,10.3,1.2,1.5,1.6,0.838,0.011,0.009,2.5,59
2010101,김천부항,2025-03-23,7,6.5,12.6,1.4,4,0.4,1.216,0.012,,0.6,89
1003110,충주,2025-03-23,7,8.5,12,2,2.1,2,2.47,0.003,0.003,1.9,238
1006110,횡성,2025-03-23,5,7.7,10.5,1.9,2.2,1,2.558,0.008,0.005,0.8,110
5002201,평림,2025-03-23,10,7.6,10.3,1,3,3.6,1.301,0.06,0,1.2,173
4001110,섬진강,2025-03-23,5,7.8,12.5,2.2,2.3,1.3,1.6,0.011,0.005,0.4,145
3303110,부안,2025-03-23,8,6.7,12,0.9,2.6,0.8,1.887,0.009,0,0.9,75
3008110,대청,2025-03-23,7,8.6,12.2,0.7,4.4,0.4,2.204,0.01,0.004,0.5,167
1012110,소양강,2025-03-23,5,7.6,9.9,0.8,0.9,0.7,2.271,0.007,0.004,0.1,71
4104610,주암(조),2025-03-23,6,11.8,11.8,1.2,2.8,1.6,0.949,0.013,0,4.3,91
2503220,구천,2025-03-23,12,7.3,8.9,,5.8,2.7,,,,2,
2503210,연초,2025-03-23,11,7.3,12.2,,3.5,2.7,,,,1.9,
2002110,임하,2025-03-23,6,7.4,11.8,0.8,3.8,2.8,1.508,0.015,0.002,4.1,220
4007110,주암(본),2025-02-23,5,7.8,11.8,1.2,2.5,0.8,0.645,0.01,0,1.9,89
2008101,군위,2025-02-23,4,7.5,11.8,0.8,4.4,1.4,1.269,0.01,0,1.6,134
2015110,합천,2025-02-23,7,7.7,,0.8,1.6,2.1,,,,1.6,
2021110,밀양,2025-02-23,7,7.1,10.2,1,1.4,1.6,1.037,0,0,3.2,54
1003110,충주,2025-02-23,7,8.4,11.3,1.8,2,1.4,2.477,0.007,0.003,1,233
2001110,안동,2025-02-23,5,7.7,9.8,1.1,2.7,1.2,1.399,0.017,0.006,4.5,199
4104610,주암(조),2025-02-23,5,7.7,12.2,1.1,2.5,1.2,0.97,0.007,0,3,84
3203110,보령,2025-02-23,4,7.5,13,0.8,1.3,0.6,1.704,0.009,0.002,1.6,124
1006110,횡성,2025-02-23,3,7.2,10.4,1.2,1.5,2.4,2.472,0.007,0.005,2,107
4001110,섬진강,2025-02-23,3,7.7,12.8,1.2,2.4,1.8,1.4,0.012,0.001,0.3,141
2503220,구천,2025-02-23,11,7.3,11,,7.1,1.6,,,,2.1,
3008110,대청,2025-02-23,6,7.8,12.4,0.7,3.2,1.6,2.852,0.017,0.004,0.5,160
2018110,남강,2025-02-23,4,7.8,9.2,1.3,2.8,1.6,1.457,0.012,0.006,0.2,154
2002110,임하,2025-02-23,4,7.5,9.6,0.9,4.2,1.5,1.492,0.018,0.006,3.8,202
3303110,부안,2025-02-23,6,6.7,11.3,0.9,2.4,1.2,1.692,0.004,0,0.8,71
2021210,운문,2025-02-23,4,7.6,12.8,0.8,3.4,4.4,1.14,0.02,0.003,7.3,77
1012110,소양강,2025-02-23,5,7,8.6,0.7,1.6,0,3.312,0.044,0.035,0.1,75
5101110,장흥,2025-02-23,4,7,13.3,1.8,1.6,1.8,1,0.006,0,4,78
2503210,연초,2025-02-23,11,7.1,13.7,,4.2,4.2,,,,1.6,
5002201,평림,2025-02-23,5,7.2,10.1,1.1,2.6,3.3,4.08,0.071,0.008,2.8,147
2010101,김천부항,2025-02-23,4,8.6,13.4,0.5,3.9,0.2,1.269,0.008,,0.8,102
3001110,용담,2025-02-23,5,7.7,10.8,1.6,2.1,1.2,2.051,0.01,0,0.8,123
2021210,운문,2025-01-23,6,7.6,11.2,0.9,3.3,4,1.176,0.024,0,10.4,75
