댐코드,댐명,측정월,수온,수소이온농도지수(pH),용존산소(DO),생물학적 산소요구량(BOD),화학적 산소요구량(COD),부유물질(SS),총질소(T-N),총인(T-P),인산염인(PO4-P),탁도,전기전도도
3303110,부안,2020-09-06,22,7.1,8.4,1.4,2.8,1.6,1.053,0.005,0,2.3,72
2018110,남강,2020-09-06,22,8.2,9.1,1.1,3.2,3.2,1.08,0.005,0,1.7,115
2002110,임하,2020-09-06,24,8.6,8.3,1.8,3,1.7,1.279,0.02,0.015,2,224
5101110,장흥,2020-09-06,21,8,9.3,1.4,3.1,2.7,0.417,0.017,0,1.9,82
2015110,합천,2020-09-06,15,7.1,7.8,1.1,2.2,2.7,0.714,0.01,0.003,1.8,170
1003110,충주,2020-09-06,12,8.1,10.5,1,1.9,0.6,2.015,0.018,0.004,0.4,238
1006110,횡성,2020-09-06,19,8.8,8.9,1.1,1.6,1.2,2.457,0.029,0.023,1.2,112
4007110,주암(본),2020-09-06,9,7.3,8.3,1.8,2.4,1,0.629,0.015,0.002,2.8,56
3001110,용담,2020-09-06,18,7.7,8.8,0.9,2.8,0.8,1.59,0.004,0.001,3.4,126
2021110,밀양,2020-09-06,15,7.7,10.1,0.9,1.4,0.2,0.668,0.001,0,0.5,55
1012110,소양강,2020-09-06,11,7.5,11.4,1.1,2.1,0.6,1.825,0.018,0.004,0.6,43
3008110,대청,2020-09-06,14,7.8,9.9,0.4,2.4,0.3,0.962,0.009,0.001,0.9,221
4001110,섬진강,2020-09-06,14,7.1,9.5,1.4,3,0.5,1.245,0.01,0.005,1.3,121
3203110,보령,2020-09-06,21,7.6,7.2,1.6,2.4,3.6,1.891,0.015,0.005,2.1,137
2001110,안동,2020-09-06,16,7.5,9,1.8,2.7,2.2,1.267,0.015,0.012,2.8,210
3203110,보령,2020-09-05,17,7.5,9.9,1.4,2,1.3,1.248,0.012,0.005,1.6,140
3001110,용담,2020-09-05,16,7.3,8.9,1.1,2.7,1.2,1.477,0.008,0.001,3,126
2021110,밀양,2020-09-05,15,6.9,9.9,0.6,1.3,1.4,0.653,0.001,0,0.7,50
2018110,남강,2020-09-05,19,7.5,9.1,0.6,2,2.8,1.367,0.011,0,1.2,143
3303110,부안,2020-09-05,17,7.3,9.2,1,2.8,1.3,0.976,0.011,0,1.4,67
2002110,임하,2020-09-05,20,8,8.9,2,3.4,1.7,1.11,0.015,0.012,2.4,206
1006110,횡성,2020-09-05,17,8.1,10.9,1.1,1.8,1.3,1.772,0.02,0.01,1.3,97
1012110,소양강,2020-09-05,9,7.7,11.4,0.8,1.9,1.5,1.866,0.011,0.001,1.7,71
4001110,섬진강,2020-09-05,13,6.9,9.2,1.3,2.8,0.2,1.073,0.008,0.004,0.3,131
5101110,장흥,2020-09-05,18,9.7,12.6,1.8,4.2,2.7,0.493,0.018,0,1.6,81
4007110,주암(본),2020-09-05,9,8.2,9.5,1.2,2.6,1,0.56,0.013,0.004,3.3,55
1003110,충주,2020-09-05,11,7.8,10.3,1,1.9,3.2,1.875,0.01,0.005,2.2,239
2015110,합천,2020-09-05,13,7,9.5,1.2,2.4,3.6,0.974,0.009,0.003,2.4,154
2001110,안동,2020-09-05,13,7.4,9,1.8,2.4,2,1.213,0.015,0.013,1.5,185
3008110,대청,2020-09-05,12,8.5,10.6,1,2.4,0.3,1.036,0.011,0.001,1,161
2015110,합천,2020-09-04,9,7.2,11.8,1,2,2.6,1.152,0.006,0.003,1.7,151
1003110,충주,2020-09-04,9,8.1,11,0.9,2.2,4,2.756,0.08,0.012,2.1,242
4001110,섬진강,2020-09-04,8,7.1,10.4,1.3,2.9,0.9,1.385,0.008,0.003,1.7,111
3008110,대청,2020-09-04,10,7.9,11.5,1.1,2.4,0.7,1.006,0.007,0.001,0.7,159
3203110,보령,2020-09-04,10,7.3,10.5,1,1.2,1.3,1.458,0.011,0.004,1.5,128
5101110,장흥,2020-09-04,9,7.7,12.5,1.6,3.5,1.9,0.503,0.02,0,2.1,77
2001110,안동,2020-09-04,8,7.6,9.6,1.8,2.9,1.7,1.297,0.017,0.013,2.3,87
1006110,횡성,2020-09-04,10,7.6,12.7,1.3,2.8,1,1.571,0.022,0.009,1.3,95
3303110,부안,2020-09-04,11,7.2,12,1.2,2.9,1.2,0.873,0.008,0,1.7,61
2021110,밀양,2020-09-04,9,6.9,11.1,0.7,1.5,0.8,0.749,0.003,0.001,1.1,45
3001110,용담,2020-09-04,10,7.3,10.7,1.1,2.6,0.8,1.401,0.012,0.001,1.3,119
1012110,소양강,2020-09-04,6,7.4,11.9,0.8,1.9,1.5,1.61,0.009,0,1.8,71
2002110,임하,2020-09-04,10,8,9.7,2,3.9,2,1.294,0.02,0.017,3.3,186
2018110,남강,2020-09-04,12,7.7,10.2,1.1,1.5,2,2.942,0.013,0,1.2,138
4007110,주암(본),2020-09-04,12,8.3,13.4,1.7,2.4,0.8,0.516,0.009,0.002,3.8,54
3303110,부안,2020-09-03,5,7,13.4,1.1,2.7,1.1,0.843,0.01,0,1.2,54
2018110,남강,2020-09-03,9,7.8,9.4,1.1,2.4,2.8,1.541,0.014,0.002,1.1,168
2021110,밀양,2020-09-03,7,6.9,11.5,0.6,1.3,0.9,0.758,0.005,0.001,0.9,47
1003110,충주,2020-09-03,6,8.1,11.2,1.3,2.2,2.4,1.892,0.018,0.004,2.4,230
2015110,합천,2020-09-03,4,7.3,16.3,1.2,2.6,4.7,0.938,0.012,0.004,3.1,183
3008110,대청,2020-09-03,6,7.7,12,0.8,2.7,0.3,1.171,0.007,0.001,0.7,163
1012110,소양강,2020-09-03,7,7.1,13.3,0.8,1.9,3.5,1.508,0.008,0.002,1.5,71
4007110,주암(본),2020-09-03,12,8.1,12.9,1.1,2.2,1.2,0.545,0.009,0.003,1.9,48
5101110,장흥,2020-09-03,6,7.4,12.7,1.4,3.1,1.7,0.481,0.018,0,2.4,76
3001110,용담,2020-09-03,4,8.1,12.7,1,2.5,1.2,1.22,0.005,0.002,5.1,117
3203110,보령,2020-09-03,7,7,10.8,0.8,1,1.2,1.251,0.009,0.003,1.2,132
2001110,안동,2020-09-03,4,8.1,10.1,1.7,2.9,0.7,1.355,0.014,0.011,2.5,72
4001110,섬진강,2020-09-03,4,7.1,11.2,1.4,3.2,2.1,1.299,0.011,0.003,1.5,111
1006110,횡성,2020-09-03,7,7.4,12.8,1.1,2.6,1.3,1.531,0.03,0.014,0.9,93
2002110,임하,2020-09-03,7,7.8,9.9,1.9,3.4,2,1.262,0.02,0.015,2,180
2001110,안동,2020-09-02,4,8.4,11.5,1.7,2.7,2.7,1.412,0.015,0.008,5.7,76
3203110,보령,2020-09-02,6,7.1,10.9,0.9,1,1.2,1.361,0.008,0.003,1.3,136
3008110,대청,2020-09-02,6,7.7,10.9,0.8,2.8,0.7,1.385,0.007,0.001,0.6,160
5101110,장흥,2020-09-02,4,7.1,12.1,1.4,2.8,1.3,0.68,0.02,0,1.8,80
1012110,소양강,2020-09-02,7,7.1,12,0.7,1.6,2,1.501,0.008,0.003,1,69
4001110,섬진강,2020-09-02,4,7.1,11.5,1.4,3,1,1.222,0.012,0.003,1.1,104
3303110,부안,2020-09-02,4,7.1,13.5,1,2.6,1.1,0.724,0.007,0,1.1,53
2018110,남강,2020-09-02,4,7.9,9.9,1.3,2.7,1.6,1.207,0.011,0.003,1.4,147
4007110,주암(본),2020-09-02,5,7.8,12.7,1.3,2.2,1,0.575,0.008,0.003,2.2,46
3001110,용담,2020-09-02,3,7.4,11.8,1,2.5,1,1.404,0.004,0.002,1.3,107
1006110,횡성,2020-09-02,4,7.3,12.3,1.2,2.3,1.7,1.358,0.015,0.009,1.6,91
2002110,임하,2020-09-02,5,7.8,9.6,1.7,3.4,2.3,1.258,0.02,0.017,1,170
2021110,밀양,2020-09-02,5,7,11,0.8,1.6,1,0.863,0.006,0.001,1.2,51
2015110,합천,2020-09-02,4,7.3,16.3,1.2,2.6,4.7,0.938,0.012,0.004,3.1,183
1003110,충주,2020-09-02,7,8.2,13.2,0.9,2.2,1.8,2.018,0.018,0.002,1.9,229
3203110,보령,2020-09-01,5,7.2,12.1,0.9,1.3,1.3,1.192,0.005,0.002,1.1,216
5101110,장흥,2020-09-01,6,7.1,12.3,1.6,3.3,1.7,0.673,0.023,0.002,3.6,77
1012110,소양강,2020-09-01,8,7.2,10.1,0.8,1.9,0.5,1.464,0.003,0.001,1,68
2001110,안동,2020-09-01,6,7.5,10.8,1.3,2.9,1,1.164,0.017,0.011,2.2,114
4001110,섬진강,2020-09-01,5,7.1,11.3,1.4,3.1,1.6,1.368,0.009,0.005,1,101
1003110,충주,2020-09-01,7,8.3,12.4,1.3,2.4,2.6,2.314,0.016,0,2.1,240
1006110,횡성,2020-09-01,5,7.4,13.4,1.2,2.4,0.9,1.637,0.023,0.011,1.1,97
2002110,임하,2020-09-01,2,7.9,10.4,1.7,3.4,1.5,1.182,0.02,0.017,2,190
2018110,남강,2020-09-01,4,7.9,9.5,1.1,2.5,0.8,1.364,0.015,0.003,1.3,140
3303110,부안,2020-09-01,5,7,13,1,2.7,1,0.736,0.007,0,1.3,54
3001110,용담,2020-09-01,4,7.6,9.9,1,2.6,1,1.334,0.006,0.002,3.3,105
4007110,주암(본),2020-09-01,6,7.3,9.9,2.1,2.6,2.2,0.614,0.019,0.004,4.7,47
3008110,대청,2020-09-01,7,7.5,9.3,0.7,2.8,1.7,1.161,0.007,0.001,1.2,159
2021110,밀양,2020-09-01,5,6.8,9.8,0.6,1.4,0.8,0.726,0.005,0.001,1,49
2015110,합천,2020-09-01,5,7.3,14.8,1.2,2.4,3.6,1.128,0.007,0.002,2.4,162
2002110,임하,2020-08-12,7,8.3,9.3,2.1,3.4,1.7,1.287,0.022,0.013,2,140
4001110,섬진강,2020-08-12,8,7,10.4,1.5,3.1,0.8,1.317,0.008,0.002,2.1,95
2015110,합천,2020-08-12,10,7.2,13.8,0.9,2,4.2,1.018,0.003,0,2.8,146
1012110,소양강,2020-08-12,11,7.1,10.1,0.9,2.2,1.5,1.495,0.003,0.001,2.6,65
1003110,충주,2020-08-12,13,7.9,8.7,1.2,2.2,2.8,2.235,0.012,0,3.1,171
4007110,주암(본),2020-08-12,12,6.9,8.7,1.1,2.4,1.2,0.613,0.012,0.003,2,56
2001110,안동,2020-08-12,11,7.8,10.7,1.3,2.6,1,1.248,0.015,0.009,2.6,79
3001110,용담,2020-08-12,10,7.8,9.2,1,2.7,0.6,1.17,0.011,0.002,2.5,102
5101110,장흥,2020-08-12,11,6.3,9.3,1.5,3.2,1.6,0.743,0.022,0.002,2.2,76
3008110,대청,2020-08-12,13,7.5,7.6,0.8,2.8,2.3,1.711,0.01,0.001,1,152
2018110,남강,2020-08-12,10,7.6,10.5,1.3,2.5,1.2,1.251,0.017,0.001,2,121
1006110,횡성,2020-08-12,8,6.9,8.9,1.2,2.8,1.1,1.532,0.018,0.008,3.1,98
2021110,밀양,2020-08-12,11,6.8,8.9,0.7,1.4,1.1,0.718,0.005,0.001,1.1,50
3303110,부안,2020-08-12,10,7,10.8,0.8,2.6,0.8,0.754,0.006,0,1.1,65
3203110,보령,2020-08-12,11,7,8.2,0.6,1.2,1.3,1.206,0.008,0.003,1.1,193
3303110,부안,2020-08-11,16,7,9,0.9,2.8,1,0.768,0.005,0,0.9,63
1012110,소양강,2020-08-11,14,6.9,9.4,1,2.3,3.5,1.659,0.012,0.001,6,63
3008110,대청,2020-08-11,17,7.4,7.5,0.7,2.7,3,1.502,0.011,0.001,1.5,134
3203110,보령,2020-08-11,18,7.2,7.8,0.8,1.1,1.3,0.963,0.012,0.005,1.1,159
3001110,용담,2020-08-11,16,7.5,7.6,1,2.8,1,1.304,0.009,0.003,2.1,98
5101110,장흥,2020-08-11,17,7.7,9,1.9,3.4,2.4,0.57,0.013,0.008,1.4,71
1006110,횡성,2020-08-11,10,7,9.3,1.1,2.3,1.2,1.521,0.019,0.01,1.9,93
2001110,안동,2020-08-11,15,7.3,8.4,1.4,3.1,2.3,1.256,0.019,0.01,5.4,99
2002110,임하,2020-08-11,12,8,9.3,2,3,2,1.122,0.022,0.015,2,153
4007110,주암(본),2020-08-11,10,7.4,4.5,1,2.4,1.6,0.653,0.013,0.004,2.6,46
2018110,남강,2020-08-11,18,7.7,8.9,1.4,2.8,1.8,1.605,0.016,0.001,4.4,115
2015110,합천,2020-08-11,9,7.3,10.1,1.2,2.6,3.4,0.62,0.008,0,2.3,130
1003110,충주,2020-08-11,16,8.2,10.8,1.4,2.3,4.8,1.859,0.03,0,3.8,176
4001110,섬진강,2020-08-11,7,7.2,10.7,1.1,3,0.8,1.197,0.006,0,1.4,90
2021110,밀양,2020-08-11,16,6.8,8.7,0.7,1.4,0.8,0.682,0.005,0.002,1.1,47
5101110,장흥,2020-08-10,23,7.5,8.6,1.8,4,2.6,0.609,0.004,0.002,0.7,70
3008110,대청,2020-08-10,19,7.6,4.8,0.7,2.8,2.7,1.599,0.014,0.003,1,134
3303110,부안,2020-08-10,22,7.1,9.2,0.9,2.7,0.8,0.843,0.01,0,0.9,58
4001110,섬진강,2020-08-10,8,7.2,10.9,1.4,3,1.6,1.461,0.009,0.003,2,89
2002110,임하,2020-08-10,21,8.2,9.5,1.7,3.2,2,1.288,0.021,0.015,2,199
3001110,용담,2020-08-10,21,7.4,7.3,1.1,3,1,1.312,0.011,0.004,1.9,96
4007110,주암(본),2020-08-10,23,7.4,6.6,1,2.6,0.8,0.646,0.012,0.004,1.7,68
2018110,남강,2020-08-10,22,7.4,9.9,1.3,2.6,3.6,0.744,0.014,0,3.6,82
1012110,소양강,2020-08-10,15,6.8,9.5,1.1,2.4,8,1.692,0.017,0.001,18,62
2001110,안동,2020-08-10,20,6.5,6.1,1.2,2.6,0.3,1.139,0.018,0.011,6.6,120
1006110,횡성,2020-08-10,19,7.1,8.5,1.1,1.9,0.7,1.627,0.015,0.008,1.2,91
3203110,보령,2020-08-10,23,7.6,6.8,1,1.6,1.5,1.204,0.012,0.005,1.8,113
1003110,충주,2020-08-10,19,8.3,9.6,1.6,2.8,6.2,1.614,0.032,0,5.4,178
2015110,합천,2020-08-10,17,7.2,4.3,1.5,3.4,4.2,0.731,0.009,0.004,2.8,145
2021110,밀양,2020-08-10,20,6.7,8.4,0.6,1.5,1.1,0.731,0.005,0.001,1,47
3008110,대청,2020-08-09,19,7.4,4.4,0.7,2.4,0.3,1.744,0.013,0.002,1,137
2001110,안동,2020-08-09,25,6.8,5.1,1.5,3.8,11.7,1.871,0.019,0.011,22.9,126
1012110,소양강,2020-08-09,17,6.8,7.3,1,2.5,11.5,1.751,0.022,0.002,25,62
3303110,부안,2020-08-09,25,6.7,8.6,0.9,2.7,0.8,1.125,0.006,0,1,62
2021110,밀양,2020-08-09,22,6.6,8.3,0.6,1.4,1.2,0.763,0.006,0.002,1.2,44
3001110,용담,2020-08-09,22,7.5,8.4,1,2.9,0.8,1.39,0.012,0.002,1.4,100
2002110,임하,2020-08-09,24,7.8,8.1,1.7,3.1,1.3,1.118,0.02,0.014,1,209
2015110,합천,2020-08-09,17,7.1,4.9,1.2,2.2,4.2,1.178,0.013,0.004,2.8,115
3203110,보령,2020-08-09,24,7,6.4,0.9,1.5,1.5,1.412,0.01,0.003,1.9,141
4001110,섬진강,2020-08-09,7,7,11.2,1.5,2.8,1,1.529,0.014,0.002,1.3,90
2018110,남강,2020-08-09,25,7.5,8.5,1.4,2.4,4.8,0.664,0.033,0,8.4,99
4007110,주암(본),2020-08-09,23,8,7.5,0.9,2.6,2.4,0.823,0.013,0.002,1.3,69
1003110,충주,2020-08-09,19,8.4,7,1.1,2,1,1.702,0.03,0,3.4,108
1006110,횡성,2020-08-09,25,8.4,10.9,1.3,2.5,1.2,2.611,0.047,0.02,3.9,90
5101110,장흥,2020-08-09,26,8.4,10.1,1.4,3.5,1.8,0.483,0.018,0.003,1.4,70
3008110,대청,2020-08-08,19,7.2,6.4,0.9,2.8,0.7,1.897,0.009,0.001,3.6,148
4007110,주암(본),2020-08-08,19,7,3.4,0.4,2.6,2.2,1.405,0.008,0.002,1.6,62
2001110,안동,2020-08-08,25,5.8,5.8,1.6,3,20.4,1.936,0.021,0.013,116,125
4001110,섬진강,2020-08-08,7,7.2,10.9,1.4,2.8,1,1.298,0.007,0.002,1,92
3001110,용담,2020-08-08,22,7.7,7.7,1.2,2.8,2.8,1.674,0.01,0.003,2.5,97
5101110,장흥,2020-08-08,21,7.2,7.5,1.4,3.1,1.8,0.774,0.014,0.008,1.2,62
2002110,임하,2020-08-08,28,7.7,7.5,1.6,2.9,3,1.314,0.019,0.014,2,210
2018110,남강,2020-08-08,26,7.4,9.9,1.5,2.6,2.4,0.42,0.03,0,1.8,91
2021110,밀양,2020-08-08,21,6.5,8.6,0.6,1.7,2,0.784,0.009,0.001,1.9,43
1006110,횡성,2020-08-08,25,8.3,8.8,1.3,2.8,3.1,1.829,0.057,0.019,3.1,95
1003110,충주,2020-08-08,19,8.4,8.2,1.2,2.3,16.5,1.977,0.012,0.006,22.2,178
1012110,소양강,2020-08-08,17,6.8,8.4,1.2,2.9,13.5,1.632,0.019,0.008,41.3,67
3303110,부안,2020-08-08,27,6.7,8.1,1,2.7,1,0.897,0.009,0,0.9,59
3203110,보령,2020-08-08,26,7,7,1,1.4,1.6,1.609,0.011,0.002,2.6,121
2015110,합천,2020-08-08,16,7.1,3.8,1,2.1,3.9,1.42,0.026,0.005,2.6,112
3001110,용담,2020-08-07,18,7.7,9.6,1,2.8,0.8,1.59,0.008,0.002,2.5,103
2002110,임하,2020-08-07,21,7.8,7.1,1.7,2.9,2,1.4,0.02,0.016,2,180
5101110,장흥,2020-08-07,20,7.3,7.6,1.6,3.2,2.4,1.002,0.018,0.004,1.4,65
1012110,소양강,2020-08-07,13,8,11.1,1.1,1.7,3,1.634,0.006,0.002,0.5,70
3008110,대청,2020-08-07,16,7.1,9.1,0.9,2.5,0.7,1.664,0.009,0.001,2.8,141
4001110,섬진강,2020-08-07,7,7.3,10.9,1.3,2.7,0.8,1.322,0,0,0.9,93
4007110,주암(본),2020-08-07,20,7.5,9.3,1,2,1.2,0.891,0.011,0.005,1.6,51
1003110,충주,2020-08-07,14,8,1.1,1.1,1.8,0.4,2.081,0.008,0.004,0.6,228
2021110,밀양,2020-08-07,20,6.7,8.7,0.7,1.5,1.2,0.801,0.008,0.001,1.8,47
1006110,횡성,2020-08-07,24,8.2,8.7,1.3,2.8,2.7,1.611,0.029,0.009,3,140
3303110,부안,2020-08-07,23,6.8,8.7,1,2.8,1,0.815,0.008,0,1.4,54
2018110,남강,2020-08-07,21,7.2,9.2,1.8,2.8,2.8,1.415,0.047,0,5,109
3203110,보령,2020-08-07,21,7.4,8.6,2.1,2.7,2.4,1.274,0.014,0.003,3.3,158
2015110,합천,2020-08-07,13,7.1,7.5,1.2,2.4,5.7,1.529,0.014,0.004,3.8,106
2001110,안동,2020-08-07,16,7.3,9.4,1.1,2.6,2.3,1.694,0.016,0.007,0.7,157
2018110,남강,2020-08-06,21,7.7,9.5,1.4,2.6,0.8,1.205,0.019,0,5.1,109
3008110,대청,2020-08-06,14,7.3,10.9,1,2.7,1,1.8,0.007,0.001,2,132
2015110,합천,2020-08-06,8,7.1,8.5,1.6,3,2.4,1.746,0.015,0.003,1.6,98
1006110,횡성,2020-08-06,21,7.5,10.1,1.1,2.8,2,2.007,0.047,0.029,3.6,101
2002110,임하,2020-08-06,18,7.8,8.2,1.6,3,3,1.485,0.016,0.014,3,175
1003110,충주,2020-08-06,15,7.6,9.7,0.9,2,5,2.03,0.006,0.002,3.4,208
2021110,밀양,2020-08-06,19,7.1,9.1,0.6,1.5,0.9,0.806,0.005,0.001,1.4,49
3203110,보령,2020-08-06,17,7.3,9.8,1.5,2,3.6,1.129,0.014,0.005,1.1,109
2001110,안동,2020-08-06,11,8.3,11.6,1.4,2.7,1.7,1.613,0.012,0.01,1.7,137
4001110,섬진강,2020-08-06,7,7.9,11.1,1.5,2.9,0.8,1.334,0.006,0,0.9,90
3001110,용담,2020-08-06,16,7.4,8.4,0.9,2.7,0.8,1.463,0.008,0.003,1.6,96
3303110,부안,2020-08-06,22,6.9,9.1,1,2.6,1,0.829,0.006,0,0.9,56
4007110,주암(본),2020-08-06,9,7.2,12.9,0.9,2.6,0.6,0.78,0.035,0.006,2.2,43
5101110,장흥,2020-08-06,18,7.6,8.5,1.2,2.6,3.8,0.599,0.012,0,2.6,70
1012110,소양강,2020-08-06,12,7.1,8.7,1.1,1.8,3,1.632,0.009,0.001,1.7,74
1006110,횡성,2020-08-05,17,7.9,11.7,1.4,2.7,2.9,1.682,0.038,0.016,3.7,92
4001110,섬진강,2020-08-05,6,7.4,11.2,1.8,3,0.6,1.233,0.004,0,0.8,88
3203110,보령,2020-08-05,16,7.7,8.9,0.9,1.5,1.2,1.181,0.012,0.005,1.2,145
5101110,장흥,2020-08-05,15,7.9,10.9,0.9,2.1,,0.655,0.01,0.002,2.1,68
4007110,주암(본),2020-08-05,12,7.4,12.9,1.2,2.4,0.6,0.809,0.016,0.003,1.9,41
3303110,부안,2020-08-05,17,6.9,10.1,0.8,2.8,1.2,0.831,0.008,0,1.3,55
3008110,대청,2020-08-05,11,7.1,10.8,0.9,2.7,1.3,1.561,0.008,0.001,2.4,138
3001110,용담,2020-08-05,13,8.1,10.7,1.1,2.7,0.4,1.292,0.007,0.002,2.1,96
2015110,합천,2020-08-05,7,7.1,9.8,0.7,1.4,2.8,1.535,0.015,0.003,1.9,96
1003110,충주,2020-08-05,11,8.2,11.7,0.9,1.7,0.8,1.968,0.014,0.004,0.6,116
2002110,임하,2020-08-05,16,7.6,8.7,1.7,3.1,2.2,1.551,0.016,0.012,2,172
2001110,안동,2020-08-05,9,6.9,12.7,1.5,3,2,2.239,0.04,0.002,4.8,128
2021110,밀양,2020-08-05,17,7.1,9.6,0.6,1.5,1.7,0.742,0.007,0.001,0.8,44
1012110,소양강,2020-08-05,10,7.1,9.5,1,1.7,2.5,1.674,0.011,0.002,1.3,71
2018110,남강,2020-08-05,18,7.5,10.3,1,2.4,1.4,1.299,0.012,0,2.1,88
1003110,충주,2020-08-04,9,7.4,12.8,1,1.6,0.8,2.086,0.016,0.005,0.4,238
3303110,부안,2020-08-04,10,7,11.7,1,2.7,1,0.962,0.009,0,1.1,51
4007110,주암(본),2020-08-04,7,7.7,13.1,1.4,2.6,2.6,0.765,0.019,0.006,0.8,39
2018110,남강,2020-08-04,11,7.7,10,1.5,2.6,1.6,1.57,0.021,0,4.3,130
5101110,장흥,2020-08-04,10,7.2,12.2,1,2.4,,0.454,0.013,0,1.4,67
2021110,밀양,2020-08-04,7,7,9.8,0.5,1.1,1.3,0.704,0.007,0.001,1.5,41
2001110,안동,2020-08-04,7,8,12.8,1.4,2.8,1.3,1.7,0.01,0.005,0.7,123
2002110,임하,2020-08-04,10,8.1,10.2,1.8,3.1,1,1.823,0.018,0.014,2,164
2015110,합천,2020-08-04,7,7.1,11.2,0.9,1.6,2.8,1.743,0.008,0.003,1.9,99
1012110,소양강,2020-08-04,7,7.1,11.6,0.9,1.6,1.5,1.483,0.007,0.001,0.9,70
1006110,횡성,2020-08-04,14,7.3,10.4,1.2,2.5,1.8,1.429,0.051,0.02,1.2,87
4001110,섬진강,2020-08-04,6,7.3,11.5,1.5,3,0.4,1.426,0.003,0,0.9,87
3203110,보령,2020-08-04,12,7.9,13.5,1.1,1.4,1.6,1.134,0.015,0.004,1.1,153
3001110,용담,2020-08-04,8,7.2,12.3,1.1,2.6,0.6,1.281,0.008,0.002,1.8,93
3008110,대청,2020-08-04,7,7.2,12,1.1,2.4,0.7,1.51,0.009,0.001,1.8,121
1012110,소양강,2020-08-03,6,7.1,16.5,0.8,1.9,2,1.522,0.009,0.002,1.2,71
3001110,용담,2020-08-03,6,7.9,12,1.1,2.5,0.8,1.342,0.009,0.003,1.7,94
1006110,횡성,2020-08-03,10,7.2,10.3,0.9,1.7,1.4,1.362,0.045,0.038,1,97
4007110,주암(본),2020-08-03,5,7.3,12.1,0.8,2.8,1.4,0.94,0.02,0.009,4.2,38
2015110,합천,2020-08-03,6,7.2,11.2,1,1.7,3.3,1.767,0.017,0.002,2.2,86
5101110,장흥,2020-08-03,5,7.2,13.1,0.9,2,1.8,0.589,0.009,0,1.2,67
3203110,보령,2020-08-03,6,7.3,11.8,1.5,1.9,1.6,1.339,0.01,0.004,0.9,159
1003110,충주,2020-08-03,5,8.1,10.7,1.1,2,1.6,1.968,0.014,0.003,1.1,197
2018110,남강,2020-08-03,7,7.2,10.3,0.9,2.4,0.6,1.554,0.025,0,2.8,103
2001110,안동,2020-08-03,6,8,12.8,1.2,2.5,4.3,1.209,0.006,0.003,2.1,180
3303110,부안,2020-08-03,5,7,13.5,1.1,2.6,1.4,0.797,0.007,0.001,1.1,50
3008110,대청,2020-08-03,6,7.5,11.8,1.2,2.5,0.3,1.487,0.008,0.001,1,119
2021110,밀양,2020-08-03,4,6.9,10.5,0.5,1.1,0.8,0.752,0.005,0.001,1.4,37
2002110,임하,2020-08-03,7,7.8,10.1,1.7,3,1,1.521,0.019,0.017,2,175
4001110,섬진강,2020-08-03,6,7.2,13.9,1.3,2.9,0.8,1.375,0.008,0.002,1,89
2002110,임하,2020-08-02,3,7.6,10.5,1.8,3,0.5,1.465,0.02,0.017,2,150
3203110,보령,2020-08-02,4,7.3,12.3,1.2,1.4,2,1.391,0.004,0.001,1.4,166
2018110,남강,2020-08-02,4,7.5,10.4,1.4,2.4,0.6,2.183,0.013,0.001,5.1,115
3001110,용담,2020-08-02,4,7.2,11.1,1,2.5,1.2,1.156,0.009,0.004,2.7,56
1006110,횡성,2020-08-02,2,7.2,13.9,1,2.6,2.3,2.31,0.048,0.019,2.8,103
2021110,밀양,2020-08-02,5,6.9,11.5,0.5,1.1,0.7,0.764,0.006,0.001,1.6,51
4001110,섬진강,2020-08-02,6,7.4,14,1.9,3.2,0.6,1.664,0.006,0,1.4,90
4007110,주암(본),2020-08-02,6,7.5,10.3,1,2.6,4.4,0.872,0.022,0.007,4.7,40
3303110,부안,2020-08-02,5,7,13,1.2,2.4,1.1,0.832,0.014,0.002,1.1,54
2001110,안동,2020-08-02,4,8.3,11.8,1.2,2.4,2,0.936,0.004,0.002,2.3,179
2015110,합천,2020-08-02,7,7.1,10.9,1,2.1,2.5,1.479,0.015,0.003,1.7,98
3008110,대청,2020-08-02,6,7.3,10.8,1,2.5,0.3,1.771,0.011,0.001,1.2,120
5101110,장흥,2020-08-02,6,7,12.1,0.8,2.5,,0.646,0.012,0,0.9,66
1012110,소양강,2020-08-02,5,7.3,12.7,0.8,1.8,1,1.517,0.01,0.001,1.1,64
1003110,충주,2020-08-02,6,7.8,16.3,1,1.8,2,1.868,0.012,0.001,1.4,173
2001110,안동,2020-08-01,6,7.9,10.2,1.4,2.6,2.7,1.895,0.005,0.003,2,179
3203110,보령,2020-08-01,6,7.5,11.1,1,1.3,1.5,1.083,0.012,0.004,2.2,156
4001110,섬진강,2020-08-01,7,7.2,11.2,1.8,3.4,0.4,1.826,0.012,0.004,1.9,85
2015110,합천,2020-08-01,9,7.1,13.7,0.9,1.6,2.5,1.844,0.016,0.004,1.7,99
3008110,대청,2020-08-01,8,7.4,10,0.8,2.4,3,1.395,0.014,0.002,5.1,123
2021110,밀양,2020-08-01,7,6.8,10.4,0.4,1.2,0.8,0.698,0.007,0.002,1.4,49
5101110,장흥,2020-08-01,7,7.2,10.6,0.8,2.3,1.8,0.605,0.018,0,2,65
1003110,충주,2020-08-01,9,7.6,11,1.1,1.9,3.6,1.961,0.014,0.002,2.5,178
3303110,부안,2020-08-01,8,7,12.5,1.3,2,1.3,0.865,0.008,0.003,1.4,50
